Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Food Works Taco Meat,"['beef, grass-fed, ground, raw', 'seasoning mix, dry, taco, original', 'water, bottled, generic']","['Heat a large frying pan to medium-high.', 'With a wooden spoon, crumble meat into the pan.', 'If meat is frozen, chip off soft bits as it thaws.', 'Brown meat until there is no pink in the middle of the chunks of meat.', 'To drain off the grease, pour it into a jar to be thrown out.', 'Do not pour grease down the drain as it hardens and can clog plumbing.', 'Stir in seasoning mix and water.', 'Simmer for ten minutes, or until water has evaporated.', 'To make tacos, tear up lettuce, shred cheese, and make Food Works Salsa Fresca to serve over taco shells with the meat.', ""Soft taco shells won't break so easily if you microwave them for a couple seconds first."", 'To make nachos, shred cheese and make Food Works Salsa Fresca to serve over tortilla chips with meat.', 'On an oven-safe plate, layer chips, then cheese, then meat, then repeat.', 'Broil at 400* until cheese is melty and bubbling, but watch closely as this happens suddenly!']","[{'fat': 115.4845232, 'nrg': 1796.22432, 'pro': 176.1751328, 'sat': 48.3982664, 'sod': 616.88512, 'sug': 0.0}, {'fat': 0.0, 'nrg': 54.0, 'pro': 0.78, 'sat': 0.0, 'sod': 1233.0, 'sug': 1.86}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}]","['2', '2', '12']","['pound', 'tablespoon', 'cup']","[907.184, 17.1, 2841.6000000000004]",,1850.22432
Mashed cauliflower parmesan,"['cauliflower, raw', 'cheese, parmesan, hard', 'butter, without salt', 'cream, fluid, heavy whipping', 'salt, table', 'spices, garlic powder', 'chives, raw', 'parsley, fresh']","['Put cauliflower in a bag microwave on hi for 9-10 minutes, on high.', 'Let sit in bag 5 minutes.', 'Then squeeze all the liquids out of the cauliflower.', 'This is very important to do this.', 'In a pot add cauliflower, salt, cheese, and butter.', 'Mash the cauliflower amd incorporate well.', 'Take a hand mixer and mix the cauliflower while on heat.', 'While whipping, pour in heavy cream.', 'Pour just a bit at the time you may not need all of it.', 'If its to runny add a bit more cheese.', 'Stirring occasionally.', 'Add parsley and chives stir in with a spoon.', 'Take off heat.', 'Let sit five minutes.', 'Serve hope you enjoy!']","[{'fat': 2.5401152000000002, 'nrg': 226.796, 'pro': 17.4179328, 'sat': 1.1793391999999998, 'sod': 272.1552, 'sug': 17.3272144}, {'fat': 19.201866479171752, 'nrg': 288.7498718672444, 'pro': 26.564988211786485, 'sat': 12.199682086391075, 'sod': 1025.0620451287175, 'sug': 0.5774997437344888}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 21.65, 'nrg': 204.0, 'pro': 1.705, 'sat': 13.819, 'sod': 16.0, 'sug': 1.75}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.005, 'nrg': 2.5, 'pro': 0.1275, 'sat': 0.002, 'sod': 0.5, 'sug': 0.02}, {'fat': 0.02, 'nrg': 1.0, 'pro': 0.1, 'sat': 0.004, 'sod': 0.0, 'sug': 0.06}, {'fat': 0.029375, 'nrg': 1.375, 'pro': 0.11125, 'sat': 0.0049375, 'sod': 2.125, 'sug': 0.031875}]","['2', '1/2', '2', '1/2', '1/2', '1/4', '1', '1']","['pound', 'cup', 'tablespoon', 'cup', 'teaspoon', 'teaspoon', 'tablespoon', 'tablespoon']","[907.184, 74.35309200581543, 28.4, 60.0, 3.0, 0.775, 3.0, 3.75]",15.0,928.4208718672444
Crock Pot Beef Roast,"['beef, grass-fed, ground, raw', 'onions, raw', 'water, bottled, generic']","['1.', 'Pierce the beef on all side with a fork.', 'Do not remove fat.', '2.', 'Place beef in crock pot and cover with soup and water.', '3.', 'Cook on low for 12-18 hours (but definetly not less than 8).', 'Turn every few hours.', 'Note: Liquid should almost cover beef.', 'If you have a larger crock pot you may want to add another can of soup and another 1/2 cup water.']","[{'fat': 288.711308, 'nrg': 4490.5608, 'pro': 440.437832, 'sat': 120.995666, 'sod': 1542.2128000000002, 'sug': 0.0}, {'fat': 0.29766974999999996, 'nrg': 119.0679, 'pro': 3.27436725, 'sat': 0.12502129499999998, 'sod': 11.906789999999999, 'sug': 12.621197399999998}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}]","['2-3', '10 1/2', '12']","['pound', 'ounce', 'cup']","[2267.96, 297.66974999999996, 2841.6000000000004]",1080.0,4609.6287
Beetroot Leaf and Ricotta Salad,"['beets, raw', 'cheese, ricotta, whole milk', 'oil, olive, salad or cooking', 'vinegar, balsamic']",['Place all items in a bowl and toss to combine.'],"[{'fat': 0.255, 'nrg': 64.5, 'pro': 2.415, 'sat': 0.0405, 'sod': 117.0, 'sug': 10.139999999999999}, {'fat': 15.576, 'nrg': 208.8, 'pro': 13.511999999999999, 'sat': 9.953999999999999, 'sod': 100.8, 'sug': 0.324}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 14.0, 'pro': 0.08, 'sat': 0.0, 'sod': 4.0, 'sug': 2.39}]","['150', '120', '2', '1']","['g', 'g', 'tablespoon', 'tablespoon']","[150.0, 120.0, 27.0, 16.0]",,525.3
Cranberry Apricot Truffles,"['apricots, dried, sulfured, uncooked', 'cranberries, dried, sweetened', 'orange juice, raw', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['Place apricots, cranberries and orange zest in food processor.', 'Pulse until fruit is chpped and forms a large ball.', 'Form fruit mixture into 1 inch balls and place on a parchment lined baking sheet.', 'In a saucepan over very low heat, melt chocolate.', 'Drizzle one heaping teaspoon of melted chocolate over each fruit ball.', 'Allow chocolate to harden, refrigerating if necessary.']","[{'fat': 0.66, 'nrg': 313.0, 'pro': 4.41, 'sat': 0.022, 'sod': 13.0, 'sug': 69.47}, {'fat': 1.76, 'nrg': 492.0, 'pro': 0.28, 'sat': 0.14, 'sod': 8.0, 'sug': 116.08}, {'fat': 0.010416666666666666, 'nrg': 2.333333333333333, 'pro': 0.03625, 'sat': 0.0012499999999999998, 'sod': 0.041666666666666664, 'sug': 0.4339583333333333}, {'fat': 93.345, 'nrg': 1634.5, 'pro': 23.345, 'sat': 58.345000000000006, 'sod': 0.0, 'sug': 186.655}]","['1', '1', '1', '2']","['cup', 'cup', 'teaspoon', 'cup']","[130.0, 160.0, 5.166666666666666, 350.0]",,2441.8333333333335
Sesame Seed Squares,"['honey', 'peanut butter, smooth style, without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'seeds, sesame seeds, whole, dried']","['In saucepan, heat honey and peanut butter.', 'Add powdered milk, coconut, and sesame seeds.', 'Mix and pat into an 8x8 inch square pan.', 'Refrigerate to set and cut into cubes.', 'These are no-bake cookies.']","[{'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}, {'fat': 1578.2400000000002, 'nrg': 18336.0, 'pro': 682.5600000000001, 'sat': 317.18399999999997, 'sod': 480.0, 'sug': 322.56}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 2457.6000000000004, 'nrg': 21696.0, 'pro': 0.0, 'sat': 2243.712, 'sod': 0.0, 'sug': 0.0}, {'fat': 71.52, 'nrg': 825.0, 'pro': 25.53, 'sat': 10.018, 'sod': 16.0, 'sug': 0.43}]","['12', '12', '1', '12', '1']","['cup', 'cup', 'cup', 'cup', 'cup']","[4068.0, 3072.0, 244.0, 2457.6000000000004, 144.0]",,53331.0
Absolut Frozen Bridge,"['alcoholic beverage, distilled, vodka, 80 proof', 'mango nectar, canned', 'syrups, grenadine', 'water, bottled, generic']","['Blend in a mixer for about 20 seconds.', 'Pour into a champagne flute and add a few drops of grenadine on top of it all.', 'Decorate with a maraschino cherry and serve with a straw.']","[{'fat': 0.0, 'nrg': 86.01599999999999, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.01875, 'nrg': 16.0, 'pro': 0.035, 'sat': 0.004375, 'sod': 1.625, 'sug': 3.90625}, {'fat': 0.0, 'nrg': 2.25, 'pro': 0.0, 'sat': 0.0, 'sod': 0.20833333333333331, 'sug': 0.3879166666666667}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 7.33506701340268, 'sug': 0.0}]","['40', '2', '1', '1']","['ml', 'tablespoon', 'dash', 'cup']","[37.3632, 31.375, 0.8333333333333333, 217.11798359671934]",,104.26599999999999
Fig Galette,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'cornmeal, degermed, unenriched, yellow', 'salt, table', 'butter, without salt', 'water, bottled, generic', 'sugars, granulated', 'figs, dried, uncooked']","['To make pastry: Combine flour, sugar, cornmeal, and salt in a large bowl.', 'With pastry blender or two knives used scissors fashion, cut in butter until mixture resembles fine crumbs.', 'Add ice water, 1 tablespoon at a time, mixing lightly with a fork until pastry is moist enough to hold together and begins to come away from sides of bowl.', 'Form doughinto a disc and wrap tightly in plastic.', 'Refrigerate at least 1 hour or overnight.', 'Preheat oven to 375 degrees.', 'Line a large cookie sheet with parchment paper.', 'Roll out dough on a lightly floured surface; shape into a 14-inch circle.', 'Transfer to prepared sheet.', 'To make filling: Sprinkle top of dough with half of sugar.', 'Trim stems from figs and cut each lengthwise into 4 or 5 slices.', 'Arrange figs on pastry in concentric circles, slightly overlapping and with a 2-inch border around edge.', 'Sprinkle fruit with remaining sugar.', 'Lift pastry edge and fold over filling to make a pleated border.', 'Bake tart 45 to 50 minutes, until fruit is bubbling and edges are golden.', 'Remove from oven and allow to cool at least 30 minutes.', 'Top with whipped cream, if desired.']","[{'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.171875, 'nrg': 36.3125, 'pro': 0.6975, 'sat': 0.0215625, 'sod': 0.6875, 'sug': 0.158125}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 138.24, 'nrg': 1224.0, 'pro': 1.44, 'sat': 86.02799999999999, 'sod': 24.0, 'sug': 0.12}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.2090918183636727, 'sug': 0.0}, {'fat': 0.0, 'nrg': 9984.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2614.5600000000004}, {'fat': 6.3276084, 'nrg': 1694.1661199999999, 'pro': 22.452803999999997, 'sat': 0.9797587199999997, 'sod': 68.0388, 'sug': 326.04192959999995}]","['1 1/2', '2', '1', '12', '12', '7', '13', '1 1/2']","['cup', 'tablespoon', 'tablespoon', 'teaspoon', 'tablespoon', 'tablespoon', 'cup', 'pound']","[187.5, 25.200000000000003, 9.8125, 72.0, 170.39999999999998, 94.98911782356471, 2620.8, 680.3879999999999]",140.0,13716.97862
Braised Spareribs With Pineapple,"['pork, fresh, loin, tenderloin, separable lean only, raw', 'soy sauce made from soy (tamari)', 'pineapple juice, canned or bottled, unsweetened, without added ascorbic acid', 'sugars, granulated', 'rice vinegar, upc: 4979435030332', 'water, bottled, generic', 'oil, olive, salad or cooking', 'wheat flour, white, all-purpose, unenriched', 'salt, table', 'pineapple, raw, all varieties', 'cornstarch', 'water, bottled, generic']","['Cut ribs apart; then with a cleaver, chop each, bone and all, in 2 inch sections.', 'Add soy sauce and toss.', 'Let stand 45 minutes, turning occasionally.', 'Drain, discarding sauce.', 'Drain pineapple, reserving juice.', 'Combine juice with sugar, vinegar and water.', 'Heat oil in heavy pan or wok.', 'Add ribs and stir-fry to brown (3 to 4 minutes).', 'Stir in flour, then pineapple juice mixture.', 'Heat quickly, then simmer, covered, until ribs are tender (about 45 minutes).', 'Add salt and canned pineapple chunks, stirring in gently only to heat through.', 'Meanwhile blend cornstarch and cold water to a paste, then stir in to thicken.', 'Serve hot.']","[{'fat': 19.6858928, 'nrg': 988.83056, 'pro': 190.055048, 'sat': 6.332144319999999, 'sod': 480.80752, 'sug': 0.0}, {'fat': 4.48, 'nrg': 2464.0, 'pro': 423.35999999999996, 'sat': 0.448, 'sod': 225120.0, 'sug': 69.44}, {'fat': 3.5999999999999996, 'nrg': 1584.0, 'pro': 10.8, 'sat': 0.24, 'sod': 60.0, 'sug': 299.4}, {'fat': 0.0, 'nrg': 10752.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2815.6800000000003}, {'fat': 0.0, 'nrg': 6720.0, 'pro': 0.0, 'sat': 0.0, 'sod': 159040.0, 'sug': 1792.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.076875, 'nrg': 28.4375, 'pro': 0.806875, 'sat': 0.012125, 'sod': 0.125, 'sug': 0.02125}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.2, 'nrg': 82.0, 'pro': 0.89, 'sat': 0.015, 'sod': 2.0, 'sug': 16.25}, {'fat': 0.00375, 'nrg': 30.5, 'pro': 0.020625, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.5, 'sug': 0.0}]","['2', '14', '12', '14', '14', '12', '2', '1', '12', '1', '1', '3']","['pound', 'cup', 'cup', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'teaspoon', 'cup', 'tablespoon', 'tablespoon']","[907.184, 4032.0, 3000.0, 2822.4000000000005, 3360.0, 2841.6000000000004, 27.0, 7.8125, 72.0, 165.0, 8.0, 44.400000000000006]",94.0,22887.768060000002
Strawberry Malted Milk Shake,"['ice creams, vanilla', 'strawberries, raw', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated']","['Place all ingredients in a blender, and process until smooth.', 'Serve immediately.']","[{'fat': 29.04, 'nrg': 548.0, 'pro': 9.24, 'sat': 17.924, 'sod': 212.0, 'sug': 56.04}, {'fat': 0.6900000000000001, 'nrg': 73.5, 'pro': 1.53, 'sat': 0.0345, 'sod': 3.0, 'sug': 11.145}, {'fat': 33.18, 'nrg': 1428.0, 'pro': 115.08000000000001, 'sat': 21.63, 'sod': 1498.0, 'sug': 177.66}, {'fat': 0.444375, 'nrg': 19.125, 'pro': 1.5412500000000002, 'sat': 0.2896875, 'sod': 20.0625, 'sug': 2.379375}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}]","['2', '1 1/2', '14', '3', '1']","['cup', 'cup', 'cup', 'tablespoon', 'tablespoon']","[264.0, 228.0, 3416.0, 45.75, 12.600000000000001]",,2116.625
Stovetop Leftover Rice Pudding ATK,"['rice, white, long-grain, regular, unenriched, cooked without salt', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated', 'spices, cinnamon, ground', 'salt, table', 'vanilla extract', 'raisins, seeded', 'butter, without salt']","['Place milk, rice, sugar and cinnamon in saucepan.', 'Heat to low simmer.', 'Cook, uncovered, stirring often, until thick - about 45 minutes.', 'Remove from heat.', 'Add vanilla, raisins and butter.', 'Stir to combine.', 'Set aside to cool.', 'Serve warm or cold.', 'Store in refrigerator.']","[{'fat': 0.44, 'nrg': 205.0, 'pro': 4.25, 'sat': 0.122, 'sod': 2.0, 'sug': 0.08}, {'fat': 3.16, 'nrg': 136.0, 'pro': 10.96, 'sat': 2.0599999999999996, 'sod': 142.66666666666666, 'sug': 16.919999999999998}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 37.71}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.12599999999999997, 'sod': 0.0, 'sug': 0.84}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 290.625, 'sug': 0.0}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6.36}, {'fat': 0.055625, 'nrg': 30.5, 'pro': 0.26, 'sat': 0.018375, 'sod': 2.875, 'sug': 0.0}, {'fat': 138.24, 'nrg': 1224.0, 'pro': 1.44, 'sat': 86.02799999999999, 'sod': 24.0, 'sug': 0.12}]","['1', '1 1/3', '3', '14', '1', '12', '1', '12']","['cup', 'cup', 'tablespoon', 'teaspoon', 'dash', 'teaspoon', 'tablespoon', 'tablespoon']","[158.0, 325.3333333333333, 37.800000000000004, 36.4, 0.75, 50.400000000000006, 10.3125, 170.39999999999998]",45.0,1967.5
Paleo Trail Mix,"['seeds, sunflower seed kernels, dried', 'seeds, pumpkin and squash seeds, whole, roasted, without salt', 'nuts, almonds', 'blueberries, raw', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)']","['Place all ingredients in a bowl.', 'Mix!']","[{'fat': 284.04, 'nrg': 3228.0, 'pro': 114.72, 'sat': 24.588, 'sod': 48.0, 'sug': 14.52}, {'fat': 149.04, 'nrg': 3420.0, 'pro': 142.44, 'sat': 28.188000000000002, 'sod': 144.0, 'sug': 0.0}, {'fat': 999.6000000000001, 'nrg': 11592.0, 'pro': 423.35999999999996, 'sat': 76.11800000000001, 'sod': 14.0, 'sug': 87.08}, {'fat': 6.859999999999999, 'nrg': 1176.0, 'pro': 15.400000000000002, 'sat': 0.5740000000000001, 'sod': 14.0, 'sug': 206.36}, {'fat': 2867.2000000000003, 'nrg': 25312.0, 'pro': 0.0, 'sat': 2617.6639999999998, 'sod': 0.0, 'sug': 0.0}]","['12', '12', '14', '14', '14']","['cup', 'cup', 'cup', 'cup', 'cup']","[552.0, 768.0, 2002.0, 2072.0, 2867.2000000000003]",,44728.0
Almond Coconut Energy Balls,"['nuts, almonds', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'salt, table', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'nuts, almonds', 'vanilla extract', 'water, bottled, generic']","['In a big bowl combine both flours, salt, desiccated coconut and chocolate.', 'Microwave your almond butter on high for 30 seconds to make it runny and then stir in vanilla.', 'Add this to the flour mixture and knead into a dough adding tea as necessary.', 'You should be able to form this with your hands easily like you would form cookies.', 'Depending on your flours and almond butter you will need more or less liquid.', 'Just make sure this does hold together well without being sticky.', 'Roll into bite-sized balls and refrigerate until ready to use (I left mine over night).', 'Enjoy!']","[{'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}, {'fat': 2457.6000000000004, 'nrg': 21696.0, 'pro': 0.0, 'sat': 2243.712, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 12.8, 'nrg': 113.0, 'pro': 0.0, 'sat': 11.686, 'sod': 0.0, 'sug': 0.0}, {'fat': 35.004374999999996, 'nrg': 612.9375, 'pro': 8.754375, 'sat': 21.879375000000003, 'sod': 0.0, 'sug': 69.995625}, {'fat': 999.6000000000001, 'nrg': 11592.0, 'pro': 423.35999999999996, 'sat': 76.11800000000001, 'sod': 14.0, 'sug': 87.08}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6.36}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.5, 'sug': 0.0}]","['12', '12', '18', '1', '12', '14', '12', '2-3']","['cup', 'cup', 'teaspoon', 'tablespoon', 'tablespoon', 'cup', 'teaspoon', 'tablespoon']","[1716.0, 2457.6000000000004, 108.0, 12.8, 131.25, 2002.0, 50.400000000000006, 74.0]",,44093.9375
Easy-Peasy Mandarin Orange Ice Cream,"['orange juice, raw', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'syrup, maple, canadian']","['Whisk orange juice, milk, and syrup together in a bowl.', ""Pour into an ice-cream maker and freeze according to the manufacturer's directions.""]","[{'fat': 0.5, 'nrg': 112.0, 'pro': 1.74, 'sat': 0.06, 'sod': 2.0, 'sug': 20.83}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 0.0, 'nrg': 857.1428571428571, 'pro': 0.0, 'sat': 0.0, 'sod': 27.77777777777778, 'sug': 190.23809523809524}]","['1', '1', '1']","['cup', 'cup', 'cup']","[248.0, 244.0, 317.46031746031747]",,1071.142857142857
Cream Cheese Frosting,"['cheese, parmesan, hard', 'butter, without salt', 'sugars, granulated', 'vanilla extract']","['Place the cream cheese and butter in a medium-sized bowl, and cream them with a fork or a hand-held electric mixer on medium speed until smooth, about 45 seconds.', ""Sift the confectioners' sugar over the cream cheese mixture, then beat, using a hand-held electric mixer on medium speed, until the frosting is creamy."", 'Stir in vanilla.', 'Use immediately, or cover the refrigerate.', 'Let stand at room temperature for 1 hour before serving.']","[{'fat': 29.290703399999995, 'nrg': 444.52016, 'pro': 40.539784999999995, 'sat': 18.6086118, 'sod': 1560.35648, 'sug': 0.907184}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.0, 'nrg': 1152.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 301.68}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6.36}]","['4', '2', '1 1/2', '12']","['ounce', 'tablespoon', 'cup', 'teaspoon']","[113.398, 28.4, 302.40000000000003, 50.400000000000006]",60.0,1944.52016
Pumpkin Spice Butter,"['butter, without salt', 'syrups, sugar free', 'spices, cinnamon, ground', 'spices, ginger, ground', 'spices, cloves, ground', 'spices, nutmeg, ground', 'vanilla extract']","['Combine all ingredients in a bowl.', 'Beat together on medium speed with a hand mixer or blend completely with a spoon.', 'Transfer to small serving bowl.', 'Refrigerate leftovers.']","[{'fat': 92.16, 'nrg': 816.0, 'pro': 0.96, 'sat': 57.352, 'sod': 16.0, 'sug': 0.08}, {'fat': 0.0, 'nrg': 15.625, 'pro': 0.24, 'sat': 0.0, 'sod': 63.0, 'sug': 0.0025}, {'fat': 0.045, 'nrg': 9.0, 'pro': 0.15000000000000002, 'sat': 0.0135, 'sod': 0.0, 'sug': 0.09}, {'fat': 0.9600000000000001, 'nrg': 72.0, 'pro': 1.9200000000000002, 'sat': 0.5640000000000001, 'sod': 0.0, 'sug': 0.72}, {'fat': 3.7800000000000002, 'nrg': 84.0, 'pro': 1.8199999999999998, 'sat': 1.162, 'sod': 84.0, 'sug': 0.7}, {'fat': 14.400000000000002, 'nrg': 216.0, 'pro': 2.3400000000000003, 'sat': 10.278, 'sod': 0.0, 'sug': 1.2600000000000002}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 6.36}]","['8', '2', '1 1/2', '12', '14', '18', '12']","['tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[113.6, 30.0, 3.9000000000000004, 21.6, 29.4, 39.6, 50.400000000000006]",,1356.625
Filipino Picadillo,"['oil, olive, salad or cooking', 'potatoes, raw, skin', 'carrots, raw', 'spices, garlic powder', 'onions, raw', 'beef, grass-fed, ground, raw', 'water, bottled, generic', 'soy sauce made from soy (tamari)', 'tomato sauce, canned, no salt added', 'salt, table']","['Heat olive oil in saucepan.', 'Fry diced potatoes and carrots until tender.', 'Remove fried vegetables from pan and set aside.', 'Using same pan, saute garlic and onion, then add ground beef.', 'Pour water in and bring to a boil.', 'Add soy sauce and tomato sauce.', 'Cover and simmer for 1520 minutes.', 'Return fried vegetables to pan.', 'Season to taste with salt and pepper.']","[{'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.15, 'nrg': 87.0, 'pro': 3.8549999999999995, 'sat': 0.039, 'sod': 15.0, 'sug': 0.0}, {'fat': 0.31, 'nrg': 52.0, 'pro': 1.19, 'sat': 0.047, 'sod': 88.0, 'sug': 6.07}, {'fat': 0.04, 'nrg': 20.0, 'pro': 1.02, 'sat': 0.016, 'sod': 4.0, 'sug': 0.16}, {'fat': 0.08, 'nrg': 32.0, 'pro': 0.88, 'sat': 0.0335, 'sod': 3.0, 'sug': 3.39}, {'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 0.04, 'nrg': 22.0, 'pro': 3.78, 'sat': 0.004, 'sod': 2010.0, 'sug': 0.62}, {'fat': 9.49, 'nrg': 767.0, 'pro': 38.22, 'sat': 1.3, 'sod': 351.0, 'sug': 113.36000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}]","['2', '1', '1', '2', '1/2', '1', '2', '2', '13', '1/4']","['tablespoon', 'cup', 'cup', 'teaspoon', 'cup', 'pound', 'cup', 'tablespoon', 'cup', 'teaspoon']","[27.0, 150.0, 128.0, 6.2, 80.0, 453.592, 473.6, 36.0, 3185.0, 1.5]",1520.0,2116.11216
