Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Cheryl's Veggie-Nut Patties,"['squash, winter, butternut, raw', 'cauliflower, raw', 'broccoli, raw', 'nuts, walnuts, english', 'nuts, almonds', 'seeds, sunflower seed kernels, dried', 'salt, table', 'spices, cumin seed', 'spices, pepper, black', 'oil, olive, salad or cooking']","['Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer.', 'Bring water to a boil.', 'Add butternut squash cubes, cover, and steam until tender, 7 to 10 minutes.', 'Transfer squash to a bowl and mash; measure 1/2 cup mashed squash and reserve.', 'Place the steamer insert back into the saucepan and refill with water to reach just below the bottom of the steamer.', 'Bring water to a boil.', 'Add cauliflower and broccoli, cover, and steam until tender, 2 to 6 minutes.', 'Process walnuts, almonds, and sunflower seeds together in a blender or food processor until mixture resembles coarse breadcrumbs.', 'Add broccoli and cauliflower, blend until finely chopped and incorporated.', 'Blend 1/2 cup mashed squash, salt, cumin, and black pepper into the nuts mixture until well-mixed.', 'If mixture is too thick to process, transfer it to a bowl and mix by hand.', 'Divide mixture into 4 equal portions and shape into patties.', 'Heat oil in a large skillet over medium-high heat.', 'Cook patties in hot oil until browned and heated through, about 2 minutes per side.']","[{'fat': 0.09333333333333334, 'nrg': 42.0, 'pro': 0.9333333333333332, 'sat': 0.019333333333333334, 'sod': 4.0, 'sug': 2.0533333333333332}, {'fat': 0.15, 'nrg': 13.5, 'pro': 1.025, 'sat': 0.0695, 'sod': 16.0, 'sug': 1.02}, {'fat': 0.17, 'nrg': 15.5, 'pro': 1.285, 'sat': 0.0175, 'sod': 15.0, 'sug': 0.775}, {'fat': 38.15, 'nrg': 382.5, 'pro': 8.91, 'sat': 3.5835, 'sod': 1.0, 'sug': 1.525}, {'fat': 17.85, 'nrg': 207.0, 'pro': 7.56, 'sat': 1.35925, 'sod': 0.25, 'sug': 1.555}, {'fat': 5.9175, 'nrg': 67.25, 'pro': 2.39, 'sat': 0.51225, 'sod': 1.0, 'sug': 0.3025}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.1175, 'nrg': 2.0, 'pro': 0.0925, 'sat': 0.008, 'sod': 1.0, 'sug': 0.0125}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999995, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 269.3440782086003, 'fat': 24.083096637822845, 'protein': 7.046964792918951, 'salt': 0.9517801704207676, 'saturates': 2.358094986458815, 'sugars': 2.296981306559218}","['2/3', '1/2', '1/2', '1/2', '1/4', '1/4', '1/2', '1/4', '1/8', '1']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon']","[93.33333333333333, 53.5, 45.5, 58.5, 35.75, 11.5, 3.0, 0.525, 0.2875, 13.5]"
Creamed Broccoli And Cauliflower Soup Recipe,"['broccoli, raw', 'cauliflower, raw', 'water, bottled, generic', 'salt, table', 'spices, basil, dried', 'butter, without salt', 'wheat flour, white, all-purpose, unenriched', 'milk, buttermilk, fluid, cultured, lowfat']","['In saucepan, combine broccoli, cauliflower, water, salt, and basil.', 'Cook till tender.', 'In separate pan, heat butter till lightly browned.', 'Add in flour and stir till smooth.', 'Gradually add in lowfat milk, stirring constantly, till thickened.', 'Pour over vegetable mix and stir till blended.']","[{'fat': 0.68, 'nrg': 62.0, 'pro': 5.14, 'sat': 0.07, 'sod': 60.0, 'sug': 3.1}, {'fat': 0.6, 'nrg': 54.0, 'pro': 4.1, 'sat': 0.278, 'sod': 64.0, 'sug': 4.08}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.014999999999999998, 'nrg': 1.0, 'pro': 0.08, 'sat': 0.007499999999999999, 'sod': 0.5, 'sug': 0.005}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.1921875, 'nrg': 71.09375, 'pro': 2.0171875, 'sat': 0.0303125, 'sod': 0.3125, 'sug': 0.053125000000000006}, {'fat': 6.48, 'nrg': 294.0, 'pro': 24.33, 'sat': 4.029, 'sod': 1398.0, 'sug': 35.22}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 52.627415635532074, 'fat': 2.3784331867931674, 'protein': 2.7542919329398954, 'salt': 0.7394085977688181, 'saturates': 1.4384507332601428, 'sugars': 3.258321387992655}","['2', '2', '1/2', '1', '1/2', '2', '2 1/2', '3']","['cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'tablespoon', 'tablespoon', 'cup']","[182.0, 214.0, 118.4, 6.0, 0.35, 28.4, 19.53125, 735.0]"
Fudgy Chocolate Cherry Float,"['cherries, sweet, raw', 'ice creams, chocolate', 'leavening agents, baking soda']","['LINE a dinner-sized plate with foil.', 'Place in freezer to chill for 10 minutes.', 'Turn Magic Shell bottle upside down and shake for at least 20 seconds.', 'SCOOP 6 rounded servings of cherry vanilla ice cream onto chilled plate.', 'Immediately coat with Magic Shell.', '(To assemble later, return to freezer until ready to serve.', ').', 'ASSEMBLE by placing two scoops of ice cream into 1 of 3 tall (12 ounce) glasses.', 'Fill glasses 2/3rds full with black cherry soda.', 'Serve immediately with iced tea spoons and straws.']","[{'fat': 0.56, 'nrg': 174.0, 'pro': 2.92, 'sat': 0.104, 'sod': 0.0, 'sug': 35.38}, {'fat': 22.60872625, 'nrg': 443.95317, 'pro': 7.81028725, 'sat': 13.9763035, 'sod': 156.205745, 'sug': 52.123390699999995}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 155128.464, 'sug': 0.0}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 58.93553639873008, 'fat': 2.209651759241057, 'protein': 1.0233708078416432, 'salt': 37.02459081940315, 'saturates': 1.3428691359078495, 'sugars': 8.345388482451103}","['1', '7 1/4', '20']","['pint', 'ounce', 'ounce']","[276.0, 205.533875, 566.99]"
Aunt Julie's Pineapple Cookies,"['cheese, parmesan, hard', 'butter, without salt', 'wheat flour, white, all-purpose, unenriched', 'pineapple, raw, all varieties', 'sugars, powdered']","['Mix the butter and the cream cheese in a large bowl then slowly add sifted flour until the ingredients form a soft dough.', 'Cover and refrigerate for 2 hours.', ""Sift some powdered sugar on a cutting board (just a dusting- enough so dough won't stick when you roll it out)."", 'Gather a ball of dough the size of a walnut and roll on the cutting board into a circular shape.', 'Sprinkle more powdered sugar as needed so the dought does not stick.', 'Place a small spoonful (approx.', '2 teaspoons) of pineapple preserves in the middle of the circle.', 'Either roll the dough up or fold over and seal the edges.', 'Place on a cookie sheet lined with parchment paper and bake at 350 degrees for 10-15 minutes (until the cookies begin to lightly brown on the bottom and edges.', ').']","[{'fat': 58.58140679999999, 'nrg': 889.04032, 'pro': 81.07956999999999, 'sat': 37.2172236, 'sod': 3120.71296, 'sug': 1.814368}, {'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.6123491999999999, 'nrg': 255.1455, 'pro': 2.7555714, 'sat': 0.04592619, 'sod': 5.1029100000000005, 'sug': 50.26366349999999}, {'fat': 0.0, 'nrg': 5604.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 1408.44}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}","{'energy': 350.0068312130527, 'fat': 9.267036910477277, 'protein': 4.2035824083831175, 'salt': 0.3000632439144674, 'saturates': 5.7399651880147085, 'sugars': 55.056519189522454}","['8', '1', '2', '18', '12']","['ounce', 'cup', 'cup', 'ounce', 'cup']","[226.796, 227.2, 250.0, 510.291, 1440.0]"
Broccoli Chicken Casserole Recipe,"['broccoli, raw', 'rice, white, long-grain, regular, unenriched, cooked without salt', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'lemon juice, raw', 'salad dressing, mayonnaise, regular', 'cheese, cheddar', 'soup, cream of chicken, canned, condensed']","['Place thawed broccoli in bottom of 8 x 8 x 2 inch casserole dish.', 'Top with cooked rice.', 'Sprinkle chicken over rice.', 'Mix lemon juice, mayonnaise and cheese soup.', 'Pour over chicken.', 'Insert knife in mix so which topping goes into mix.', 'Bake at 350 degrees for 35 to 45 min.', 'Top may be sprinkled with additional cheese.']","[{'fat': 1.0489315000000001, 'nrg': 96.38830000000002, 'pro': 7.994559, 'sat': 0.11056305, 'sod': 93.55335000000001, 'sug': 4.819415}, {'fat': 0.33, 'nrg': 153.75, 'pro': 3.1875, 'sat': 0.0915, 'sod': 1.5, 'sug': 0.06}, {'fat': 7.336, 'nrg': 336.0, 'pro': 63.0, 'sat': 1.5763999999999998, 'sod': 126.0, 'sug': 0.0}, {'fat': 0.0184375, 'nrg': 1.6875, 'pro': 0.0265625, 'sat': 0.0030625, 'sod': 0.0625, 'sug': 0.1921875}, {'fat': 82.64, 'nrg': 752.0, 'pro': 1.04, 'sat': 12.92, 'sod': 704.0, 'sug': 0.64}, {'fat': 21.985, 'nrg': 266.5, 'pro': 15.095, 'sat': 12.452, 'sod': 431.0, 'sug': 0.315}, {'fat': 29.08, 'nrg': 452.0, 'pro': 12.0, 'sat': 8.552, 'sod': 3540.0, 'sug': 2.72}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 150.24056583115575, 'fat': 10.39680946263558, 'protein': 7.470228281338959, 'salt': 0.8934387545437295, 'saturates': 2.6062046940920567, 'sugars': 0.6384288185573933}","['10', '3/4', '2', '1 1/2', '1/2', '1/2', '2']","['ounce', 'cup', 'cup', 'teaspoon', 'cup', 'cup', 'cup']","[283.495, 118.5, 280.0, 7.625, 110.4, 66.0, 504.0]"
Chicken Diable,"['butter, without salt', 'honey', 'mustard, prepared, yellow', 'salt, table', 'spices, curry powder', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw']","['Melt butter (or margarine), honey, mustard, salt, and curry powder in a large shallow pan.', 'Wash, dry, then skin chicken pieces.', 'Roll chicken pieces in butter mixture to coat both sides, then arrange, meaty side up in a single layer in same pan.', 'Bake in 375 degree oven for 1 hour or until chicken is tender and richly glazed.']","[{'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}, {'fat': 114.24000000000002, 'nrg': 2016.0, 'pro': 127.68, 'sat': 7.392, 'sod': 36960.0, 'sug': 33.60000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.28, 'nrg': 6.0, 'pro': 0.29, 'sat': 0.033, 'sod': 1.0, 'sug': 0.05999999999999999}, {'fat': 35.6523312, 'nrg': 1632.9311999999998, 'pro': 306.1746, 'sat': 7.661168879999998, 'sod': 612.3492, 'sug': 0.0}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'red'}","{'energy': 185.6304300092979, 'fat': 2.216644790760253, 'protein': 5.047278071595025, 'salt': 1.1315865250380182, 'saturates': 0.4942880580682878, 'sugars': 38.11318725902392}","['4', '12', '14', '1', '1', '3']","['tablespoon', 'cup', 'cup', 'teaspoon', 'teaspoon', 'pound']","[56.8, 4068.0, 3360.0, 6.0, 2.0, 1360.7759999999998]"
Pacific Wasabi Sauce for Grilled Tuna,"['salad dressing, mayonnaise, regular', 'cream, sour, cultured', 'mustard, prepared, yellow', 'lime juice, raw', 'wasabi, root, raw', 'salt, table', 'spices, pepper, black']","['Whisk the mayonnaise, sour cream, mustard, lime juice, salt and pepper in a medium-glass or stainless steel bowl for 1 minute, or until smooth and well blended.', 'Add the wasabi paste and whisk vigorously for 1 minute, until combined.', 'Cover and refrigerate for at least 30 minutes.']","[{'fat': 247.92000000000002, 'nrg': 2256.0, 'pro': 3.12, 'sat': 38.76, 'sod': 2112.0, 'sug': 1.92}, {'fat': 445.43999999999994, 'nrg': 4608.0, 'pro': 55.67999999999999, 'sat': 233.66400000000002, 'sod': 768.0, 'sug': 78.72}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 0.010625, 'nrg': 3.75, 'pro': 0.06375, 'sat': 0.0011875, 'sod': 0.3125, 'sug': 0.255625}, {'fat': 0.3075, 'nrg': 53.25, 'pro': 2.34, 'sat': 0.0, 'sod': 8.25, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'green'}","{'energy': 255.5453076059065, 'fat': 25.37511300647447, 'protein': 2.3477494589386976, 'salt': 0.4811165039677829, 'saturates': 9.965397189220784, 'sugars': 2.961112075027167}","['1 1/2', '12', '1', '1', '6', '1', '12']","['cup', 'cup', 'teaspoon', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon']","[331.20000000000005, 2304.0, 5.0, 15.125, 48.75, 6.0, 27.599999999999998]"
Cornmeal Mush,"['water, bottled, generic', 'salt, table', 'cornmeal, degermed, unenriched, yellow']","['Combine 2 1/2 cup water and salt in small saucepan; bring to a boil.', 'Mix cornmeal with remaining water in a small bowl.', 'Add cornmeal mixture slowly to boiling water, stirring constantly.', 'Reduce heat to low; cook stirring constantly, for 5 minutes or until mixture is thickened.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 28.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 3.4375, 'nrg': 726.25, 'pro': 13.95, 'sat': 0.43124999999999997, 'sod': 13.75, 'sug': 3.1624999999999996}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 70.43790310848163, 'fat': 0.3333979923379079, 'protein': 1.352989670724019, 'salt': 0.5738688715387226, 'saturates': 0.041826293584210264, 'sugars': 0.30672615295087524}","['3 1/2', '1', '1 1/4']","['cup', 'teaspoon', 'cup']","[828.8000000000001, 6.0, 196.25]"
Sugar Free Pudge-less Brownies,"['cocoa, dry powder, unsweetened', 'wheat flour, white, all-purpose, unenriched', 'cornstarch', 'leavening agents, baking soda', 'salt, table', 'sugars, granulated', 'yogurt, vanilla, non-fat']","['mix all ingredients together until well blended, batter will be stiffer than regular brownie batter.', 'bake at 350 for 25-35 minutes.']","[{'fat': 141.35999999999999, 'nrg': 2352.0, 'pro': 202.32, 'sat': 83.28, 'sod': 216.0, 'sug': 18.0}, {'fat': 41.82, 'nrg': 15470.0, 'pro': 438.94, 'sat': 6.596, 'sod': 68.0, 'sug': 11.56}, {'fat': 0.00375, 'nrg': 30.5, 'pro': 0.020625, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 17626.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 0.0, 'nrg': 960.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 251.40000000000003}, {'fat': 0.0, 'nrg': 4393.0, 'pro': 165.6, 'sat': 0.0, 'sod': 2645.0, 'sug': 331.43}]","{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 204.8978402528829, 'fat': 1.6174594274815899, 'protein': 7.124522091934943, 'salt': 1.1722709573171808, 'saturates': 0.7935856570187367, 'sugars': 5.407226234834974}","['12', '34', '1', '14', '14', '1 1/4', '23']","['cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'cup', 'cup']","[1032.0, 4250.0, 8.0, 64.39999999999999, 83.99999999999999, 252.00000000000003, 5635.0]"
Mango Lassi,"['yogurt, greek, plain, nonfat', 'water, bottled, generic', 'mango nectar, canned', 'sugars, granulated', 'spices, saffron']","['Place all the ingredients in a blender and and process until smooth.', 'Enjoy!']","[{'fat': 0.78, 'nrg': 118.0, 'pro': 20.38, 'sat': 0.234, 'sod': 72.0, 'sug': 6.480000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.666666666666666, 'sug': 0.0}, {'fat': 0.26999999999999996, 'nrg': 229.5, 'pro': 0.49500000000000005, 'sat': 0.063, 'sod': 22.5, 'sug': 56.025}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 0.5599999999999999, 'nrg': 27.999999999999996, 'pro': 1.1199999999999999, 'sat': 0.15399999999999997, 'sod': 13.999999999999998, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 42.8585885845365, 'fat': 0.1629334772635272, 'protein': 2.2259141816219135, 'salt': 0.030149440021589532, 'saturates': 0.045641613817298615, 'sugars': 7.597658885440561}","['200', '1 1/3', '450', '1', '14']","['g', 'cup', 'g', 'tablespoon', 'teaspoon']","[200.0, 315.73333333333335, 450.0, 12.600000000000001, 9.799999999999999]"
Peanut Butter Fudge Frosting,"['butter, without salt', 'peanut butter, smooth style, without salt', 'salt, table', 'sugars, powdered', 'cocoa, dry powder, unsweetened']","['In a bowl, using an electric mixer, beat together peanut butter, butter, and salt until creamy.', 'With mixer on low speed, beat in powdered sugar, 1/2 cup at a time.', 'Increase speed to medium-high and beat until light and fluffy.', 'Add cocoa powder, beating until very smooth and creamy.']","[{'fat': 6266.88, 'nrg': 55488.0, 'pro': 65.28, 'sat': 3899.9359999999997, 'sod': 1088.0, 'sug': 5.44}, {'fat': 1578.2400000000002, 'nrg': 18336.0, 'pro': 682.5600000000001, 'sat': 317.18399999999997, 'sod': 480.0, 'sug': 322.56}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}, {'fat': 0.0, 'nrg': 934.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 234.74}, {'fat': 400.52, 'nrg': 6664.0, 'pro': 573.24, 'sat': 235.96, 'sod': 612.0, 'sug': 51.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'green'}","{'energy': 583.2030864108395, 'fat': 59.06122052311016, 'protein': 9.462527736921615, 'salt': 0.041706376793058324, 'saturates': 31.896170568573375, 'sugars': 4.396048515803943}","['34', '12', '1', '2', '34']","['cup', 'cup', 'pinch', 'cup', 'cup']","[7724.799999999999, 3072.0, 0.37439999999999996, 240.0, 2924.0]"
Potato and Hamburger Baskets #SP5,"[""denny's, hash browns"", 'beef, grass-fed, ground, raw', 'cheese, cheddar', 'salt, table', 'spices, pepper, black']","['Preheat oven to 425F.', 'In a bowl combine hash brown, salt, and pepper.', 'Divided evenly into 12 greased cups.', 'Press mixture onto sides and bottom of muffin cups.', 'Bake at 425 F for 20 minutes or until lightly brwon.', 'Cook ground beef in a large nonstick skillet over medium-high heat, stirring occasionally until meat is cooked.', 'Drain of fat, then put hamburger back into skillet add half of grated sharp cheddar cheese, salt and pepper to taste until all mixed.', 'Remove baking pan from oven, divided ground beef mix into muffin cups, and add cheese on top, then put them back into oven until cheese melts.', 'Place on paper towel to remove excess grease before serving.', 'Serve warm as an appetizer.', 'Enjoy.']","[{'fat': 45.875160900000004, 'nrg': 1005.27327, 'pro': 12.7062459, 'sat': 8.61881499, 'sod': 2388.1618799999997, 'sug': 7.0420158}, {'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 226.63724279999997, 'nrg': 2748.76752, 'pro': 155.6047356, 'sat': 128.36880395999998, 'sod': 4442.933639999999, 'sug': 3.265862399999999}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 265.4093538084956, 'fat': 18.56206490887215, 'protein': 14.556613579038268, 'salt': 6.863313844831325, 'saturates': 9.057852559666141, 'sugars': 0.5854888199359922}","['18', '1', '1 1/2', '18', '14']","['ounce', 'pound', 'pound', 'teaspoon', 'teaspoon']","[510.291, 453.592, 680.3879999999999, 108.0, 32.199999999999996]"
Lemon Butter for Steak,"['lemon juice, raw', 'butter, without salt', 'salt, table', 'spices, paprika', 'parsley, fresh']","['Combine all ingredients.', 'Pour over cooked steaks and garnish with lemon wedges.']","[{'fat': 0.07375, 'nrg': 6.75, 'pro': 0.10625, 'sat': 0.01225, 'sod': 0.25, 'sug': 0.76875}, {'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 0.075, 'nrg': 1.5, 'pro': 0.0825, 'sat': 0.012249999999999999, 'sod': 0.5, 'sug': 0.05999999999999999}, {'fat': 0.029375, 'nrg': 1.375, 'pro': 0.11125, 'sat': 0.0049375, 'sod': 2.125, 'sug': 0.031875}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 399.9049730757048, 'fat': 44.01409566043713, 'protein': 0.8362369337979094, 'salt': 1.8692587899904975, 'saturates': 27.287218878682296, 'sugars': 1.1284447260057018}","['2', '3', '1/4', '1/4', '1']","['tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'tablespoon']","[30.5, 42.599999999999994, 1.5, 0.575, 3.75]"
Barbeque Brisket Rub,"['spices, chili powder', 'mustard, prepared, yellow', 'spices, garlic powder', 'spices, pepper, red or cayenne', 'salt, table', 'spices, paprika', 'spices, pepper, black']","['Mix all the ingredients and rub generously on brisket, wrap in foil and refrigerate 3 days.', 'Remove from foil and bake at 325-350 for about 2 1/2 hours.']","[{'fat': 1.1700000000000002, 'nrg': 24.0, 'pro': 1.08, 'sat': 0.198, 'sod': 231.0, 'sug': 0.5700000000000001}, {'fat': 0.17, 'nrg': 3.0, 'pro': 0.18999999999999997, 'sat': 0.011, 'sod': 55.0, 'sug': 0.05}, {'fat': 0.68, 'nrg': 339.99999999999994, 'pro': 17.34, 'sat': 0.272, 'sod': 68.0, 'sug': 2.72}, {'fat': 3.72, 'nrg': 72.0, 'pro': 2.64, 'sat': 0.708, 'sod': 12.0, 'sug': 2.2800000000000002}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.6, 'nrg': 12.0, 'pro': 0.66, 'sat': 0.09799999999999999, 'sod': 4.0, 'sug': 0.4799999999999999}, {'fat': 0.14, 'nrg': 12.0, 'pro': 0.4799999999999999, 'sat': 0.064, 'sod': 0.0, 'sug': 0.02}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 298.13264649066326, 'fat': 4.172569220862846, 'protein': 14.417256922086285, 'salt': 4.338377334191887, 'saturates': 0.8699291693496461, 'sugars': 3.9407598197038}","['3', '1', '34', '12', '1', '2', '2']","['teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[8.100000000000001, 5.0, 105.39999999999999, 21.6, 6.0, 4.6, 4.6]"
Cilantro-Mustard Mayo (Dip or Sauce),"['mustard, prepared, yellow', 'salad dressing, mayonnaise, regular', 'spices, coriander seed', 'spices, chili powder', 'spices, cumin seed']","['Mix all ingredients together.', 'Cover and refrigerate for 1 hour up to 3 days.']","[{'fat': 97.92, 'nrg': 1728.0, 'pro': 109.44000000000001, 'sat': 6.336, 'sod': 31680.0, 'sug': 28.800000000000004}, {'fat': 1983.3600000000001, 'nrg': 18048.0, 'pro': 24.96, 'sat': 310.08, 'sod': 16896.0, 'sug': 15.36}, {'fat': 199.68, 'nrg': 3120.0, 'pro': 137.28, 'sat': 11.232, 'sod': 624.0, 'sug': 0.0}, {'fat': 1.1700000000000002, 'nrg': 24.0, 'pro': 1.08, 'sat': 0.198, 'sod': 231.0, 'sug': 0.5700000000000001}, {'fat': 0.47, 'nrg': 8.0, 'pro': 0.37, 'sat': 0.032, 'sod': 4.0, 'sug': 0.05}]","{'fat': 'red', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 344.10926009305115, 'fat': 34.25784181299714, 'protein': 4.09920456250938, 'salt': 1.8548326579618788, 'saturates': 4.920876482065135, 'sugars': 0.6720696383010655}","['12', '12', '13', '1', '1']","['cup', 'cup', 'cup', 'tablespoon', 'teaspoon']","[2880.0, 2649.6000000000004, 1123.2, 8.100000000000001, 2.1]"
