Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Low Carb Vineyard House Salad,"['lettuce, cos or romaine, raw', 'cauliflower, raw', 'cheese, cheddar', 'bacon, meatless', 'salad dressing, mayonnaise, regular', 'cheese, parmesan, hard']","['Combine Mayo and Parmesan in the bottom of the salad bowl.', 'Sweeten with a little artificial sweetener to taste (I use a liquid Splenda).', 'Place lettuce on top of mayo mixture.', 'Top with cauliflower, cheese, and bacon.', 'Can be covered with plastic wrap and chilled until serving time (up to 24 hours ahead).', 'When ready to serve, toss all ingredient well to coat everything evenly with the dressing.', 'Serve on chilled plates.']","[{'fat': 0.56, 'nrg': 32.0, 'pro': 2.32, 'sat': 0.072, 'sod': 16.0, 'sug': 2.24}, {'fat': 0.3, 'nrg': 27.0, 'pro': 2.05, 'sat': 0.139, 'sod': 32.0, 'sug': 2.04}, {'fat': 37.7728738, 'nrg': 458.12791999999996, 'pro': 25.934122600000002, 'sat': 21.39480066, 'sod': 740.48894, 'sug': 0.5443104}, {'fat': 595.14, 'nrg': 6230.0, 'pro': 235.61999999999998, 'sat': 93.184, 'sod': 29540.0, 'sug': 0.0}, {'fat': 165.28, 'nrg': 1504.0, 'pro': 2.08, 'sat': 25.84, 'sod': 1408.0, 'sug': 1.28}, {'fat': 537.6522614168091, 'nrg': 8084.996412282842, 'pro': 743.8196699300215, 'sat': 341.5910984189501, 'sod': 28701.737263604093, 'sug': 16.169992824565686}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 345.585615596147, 'fat': 28.277580264956192, 'protein': 21.404816779296134, 'salt': 3.1963795670366584, 'saturates': 10.201232732552217, 'sugars': 0.47120593815663536}","['4', '1', '4', '14', '1', '14']","['cup', 'cup', 'ounce', 'cup', 'cup', 'cup']","[188.0, 107.0, 113.398, 2016.0, 220.8, 2081.886576162832]"
Crunchy Orange Bagels,"['wheat flours, bread, unenriched', 'marmalade, orange', 'nuts, walnuts, english', 'salt, table', ""leavening agents, yeast, baker's, active dry"", 'orange juice, raw', 'water, bottled, generic', 'honey']","['Chop the walnuts and add all of the ingredients to a bowl.', 'The best marmalade to use is one that contains orange peel.', 'Knead the dough well for 10 minutes.', 'Split the dough into 3 equal pieces and form into balls.', 'Cover with damp paper towels and leave the bagels to rest for 10 minutes.', 'Once rested, roll the balls out into circles.', 'Fold one side over to the center of the circle and roll the dough up without letting too much air in.', 'Once rolled, fix in place securely and stretch.', 'Squash, then apply a little water to each end of the roll and form into a ring.', ""Once it's a ring leave to prove for a second time for 20 minutes."", 'While waiting, boil some water and add it to a frying pan.', 'Preheat the oven to 200C.', 'Once the water in the frying pan has boiled, add the bagel and boil for 30 seconds on each side.', 'Once boiled, drain away any water left on the bagels and bake for 20 minutes.', 'Finished!']","[{'fat': 2.49, 'nrg': 541.5, 'pro': 17.97, 'sat': 0.366, 'sod': 3.0, 'sug': 0.46499999999999997}, {'fat': 0.0, 'nrg': 36.9, 'pro': 0.045, 'sat': 0.0, 'sod': 8.4, 'sug': 9.0}, {'fat': 3.2604999999999995, 'nrg': 32.7, 'pro': 0.7615, 'sat': 0.3063, 'sod': 0.1, 'sug': 0.1305}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}, {'fat': 0.11415, 'nrg': 4.875, 'pro': 0.6066, 'sat': 0.015014999999999997, 'sod': 0.765, 'sug': 0.0}, {'fat': 0.18, 'nrg': 40.5, 'pro': 0.6299999999999999, 'sat': 0.0216, 'sod': 0.9, 'sug': 7.5600000000000005}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.8, 'sug': 0.0}, {'fat': 0.0, 'nrg': 15.2, 'pro': 0.015, 'sat': 0.0, 'sod': 0.2, 'sug': 4.106}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 87.89781227458745, 'fat': 0.7910246934389175, 'protein': 2.620949378816637, 'salt': 0.057332981397476744, 'saturates': 0.0927711729462004, 'sugars': 2.7823565499328407}","['150', '15', '5', '1', '1 1/2', '90', '500', '5']","['g', 'g', 'g', 'pinch', 'g', 'g', 'ml', 'g']","[150.0, 15.0, 5.0, 0.37439999999999996, 1.5, 90.0, 497.28000000000003, 5.0]"
Vegan Parmesan Cheese,"['nuts, almonds', 'seeds, sesame seeds, whole, dried', 'salt, table']","['1.', 'Thoroughly combine all ingredients.', 'Taste and adjust seasonings as needed.', '(I usually add almsot twice the amount of salt.)', '2.', 'Store in an airtight container in the refrigerator.', 'Helpful Hints', 'You can make your own blanched almond flour for this recipe by grinding slivered almonds in a food processor or blender until it becomes a finely ground flour.', 'If you prefer, you can grind the sesame seeds in a coffee grinder (maybe a blender or food processor).', 'Just remember that the recipe calls for 2 tablespoons before grinding.', 'Many cheese recipes call for nutritional yeast.', 'I personally do not like nutritional yeast so did not include it in this recipe, but if you like nutritional yeast feel free to add some.']","[{'fat': 35.7, 'nrg': 414.0, 'pro': 15.12, 'sat': 2.7185, 'sod': 0.5, 'sug': 3.11}, {'fat': 8.94, 'nrg': 103.125, 'pro': 3.19125, 'sat': 1.25225, 'sod': 2.0, 'sug': 0.05375}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}]","{'fat': 'red', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 568.2692307692307, 'fat': 49.05494505494505, 'protein': 20.122252747252748, 'salt': 1.6037087912087913, 'saturates': 4.363461538461539, 'sugars': 3.4766483516483517}","['1/2', '2', '1/4']","['cup', 'tablespoon', 'teaspoon']","[71.5, 18.0, 1.5]"
Spinach With Sesame Seed Dressing #1 (Horenso No Goma Ae),"['spinach, raw', 'seeds, sesame seeds, whole, dried', 'sugars, granulated', 'soy sauce made from soy (tamari)']","['Remove the stems before washing the spinach leaves.', 'Bring a large pot of saslted water to a rolling boil and cook the spinach until it barely wilts.', 'Drain and refresh the spinach under cold running water.', 'Squeeze out excess moisture before chopping the spinach coarsely.', 'Dry roast the sesame seeds in a skillet over medium-high heat and transfer them to a suribachi (Japanese grinding mortar) while still warm.', 'Crush the sesame seeds well before adding the sugar.', 'Continue to grind the sesame and sugar untilthe misture is quite pasty, then add the soy sauce and blend well.', 'You can also do this in a blender or food processor, but will have to double or tripe the quantities to get the volume necessary to engage the blades of your machine; store excess in a tightly sealed jar in the refrigerator.', 'Toss the chopped spinach in the dressing and serve chilled or at room temperature.']","[{'fat': 60.1462992, 'nrg': 3547.0894399999997, 'pro': 441.07286079999994, 'sat': 9.71594064, 'sod': 12183.48112, 'sug': 64.77293759999999}, {'fat': 13.41, 'nrg': 154.6875, 'pro': 4.786875, 'sat': 1.8783750000000001, 'sod': 3.0, 'sug': 0.080625}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 0.05, 'nrg': 27.5, 'pro': 4.725, 'sat': 0.005, 'sod': 2512.5, 'sug': 0.775}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 24.35895528702122, 'fat': 0.47467331083643177, 'protein': 2.905737018151089, 'salt': 0.23697747713121683, 'saturates': 0.0748018256333638, 'sugars': 0.5042879619736672}","['34', '3', '1', '2 1/2']","['pound', 'tablespoon', 'tablespoon', 'tablespoon']","[15422.127999999999, 27.0, 12.600000000000001, 45.0]"
Homemade Nutella,"['nuts, hazelnuts or filberts', 'nuts, almonds', 'sugars, powdered', 'cocoa, dry powder, unsweetened', 'vanilla extract', 'salt, table', 'oil, olive, salad or cooking']","['Place the nuts in the bowl of a food processor and process for 4 to 5 minutes, until the nuts form a smooth paste.', 'Add the sugar, cocoa powder, vanilla extract, salt, and vegetable oil and process for another minute, until the mixture is smooth and spreadable.', 'If the spread is too thick, add more oil 1 teaspoon at a time.', 'The spread will keep in an airtight container in the refrigerator for up to 2 weeks.', 'Adapted from Baked Explorations.']","[{'fat': 69.86, 'nrg': 722.0, 'pro': 17.19, 'sat': 5.134, 'sod': 0.0, 'sug': 4.99}, {'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.0, 'nrg': 467.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 117.37}, {'fat': 153.14, 'nrg': 2548.0, 'pro': 219.18, 'sat': 90.22, 'sod': 234.0, 'sug': 19.5}, {'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.265}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'orange'}","{'energy': 319.9792221284332, 'fat': 21.745341211609638, 'protein': 17.3112135575612, 'salt': 0.1328241672618661, 'saturates': 6.907538471527823, 'sugars': 9.632166742419324}","['1', '1', '1', '13', '1/2', '1/4', '3']","['cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'tablespoon']","[115.0, 143.0, 120.0, 1118.0, 2.1, 1.5, 40.5]"
Bite-Sized Salmon Tikka,"['spices, pepper, red or cayenne', 'spices, turmeric, ground', 'salt, table', 'fish, salmon, atlantic, wild, raw', 'cornstarch', 'oil, olive, salad or cooking']","['Mix together the cayenne, turmeric, and salt in a bowl.', 'Add the salmon to the bowl and toss to coat.', 'Allow to sit 15 minutes.', 'Heat the oil in a skillet over medium-high heat.', 'While the oil is heating, sprinkle the cornstarch over the salmon and again toss to coat.', 'Cook the salmon in the heated oil until golden brown, about 1 minute per side.']","[{'fat': 0.62, 'nrg': 12.0, 'pro': 0.44, 'sat': 0.118, 'sod': 2.0, 'sug': 0.37999999999999995}, {'fat': 0.05, 'nrg': 4.5, 'pro': 0.145, 'sat': 0.0275, 'sod': 0.5, 'sug': 0.05}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 14.3788664, 'nrg': 322.05032, 'pro': 44.996326399999994, 'sat': 2.2248687599999997, 'sod': 99.79024, 'sug': 0.0}, {'fat': 0.0024999999999999996, 'nrg': 20.333333333333332, 'pro': 0.01375, 'sat': 0.0005, 'sod': 0.5, 'sug': 0.0}, {'fat': 108.0, 'nrg': 952.0, 'pro': 0.0, 'sat': 14.912, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 376.44262784678295, 'fat': 35.33630128804007, 'protein': 13.093404844317154, 'salt': 0.9083742514511509, 'saturates': 4.963070914952598, 'sugars': 0.12348184338290473}","['2', '1/2', '1/2', '1/2', '2', '1/2']","['teaspoon', 'teaspoon', 'teaspoon', 'pound', 'teaspoon', 'cup']","[3.6, 1.5, 3.0, 226.796, 5.333333333333333, 108.0]"
Turnip Carrot Cabbage Slaw Recipe,"['turnips, raw', 'carrots, raw', 'cabbage, raw', 'onions, raw', 'parsley, fresh', 'salt, table', 'spices, pepper, black', 'salad dressing, mayonnaise, regular']","['Toss vegetables together gently with a mix of salt, pepper and mayonnaise till are proportionately coated.', 'Chill, covered, in refrigerator till ready to serve.', 'Serves 6.']","[{'fat': 0.13, 'nrg': 36.0, 'pro': 1.17, 'sat': 0.014, 'sod': 87.0, 'sug': 4.94}, {'fat': 0.31, 'nrg': 52.0, 'pro': 1.19, 'sat': 0.047, 'sod': 88.0, 'sug': 6.07}, {'fat': 0.18, 'nrg': 44.0, 'pro': 2.28, 'sat': 0.06, 'sod': 32.0, 'sug': 5.7}, {'fat': 0.04, 'nrg': 16.0, 'pro': 0.44, 'sat': 0.01675, 'sod': 1.5, 'sug': 1.695}, {'fat': 0.1175, 'nrg': 5.5, 'pro': 0.445, 'sat': 0.01975, 'sod': 8.5, 'sug': 0.1275}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999995, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}, {'fat': 30.990000000000002, 'nrg': 282.0, 'pro': 0.39, 'sat': 4.845, 'sod': 264.0, 'sug': 0.24}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 81.66608166608167, 'fat': 5.948519948519949, 'protein': 1.112905112905113, 'salt': 0.49713349713349714, 'saturates': 0.9372177372177372, 'sugars': 3.5144495144495145}","['1', '1', '2', '1/4', '1/4', '1/4', '1/8', '3']","['cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'tablespoon']","[130.0, 128.0, 178.0, 40.0, 15.0, 1.5, 0.2875, 41.400000000000006]"
Frozen Lemonade Shake,"['yogurt, greek, plain, nonfat', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'lemon juice, raw', 'honey']","['Prepare shakes by combining yogurt, milk powder, lemon juice, honey and 32 ice cubes in blender; process until smooth.', 'Divide evenly among 4 glasses.']","[{'fat': 1.7690088000000002, 'nrg': 267.61928, 'pro': 46.221024799999995, 'sat': 0.53070264, 'sod': 163.29312, 'sug': 14.696380800000002}, {'fat': 1.7775, 'nrg': 76.5, 'pro': 6.165000000000001, 'sat': 1.15875, 'sod': 80.25, 'sug': 9.5175}, {'fat': 0.4425, 'nrg': 40.5, 'pro': 0.6375, 'sat': 0.07350000000000001, 'sod': 1.5, 'sug': 4.612500000000001}, {'fat': 0.0, 'nrg': 515.5, 'pro': 0.51, 'sat': 0.0, 'sod': 7.0, 'sug': 139.195}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 91.00460624491959, 'fat': 0.40330007724256195, 'protein': 5.412390839274809, 'salt': 0.06370568157461591, 'saturates': 0.17823950047113918, 'sugars': 16.987437043267967}","['16', '3/4', '3/4', '1/2']","['ounce', 'cup', 'cup', 'cup']","[453.592, 183.0, 183.0, 169.5]"
Yogurt Lime Sorbet,"['yogurt, greek, plain, nonfat', 'lime juice, raw', 'sugars, granulated', 'lime juice, raw']","['In a small bowl, whisk together the yogurt, lime juice, sugar and grated lime zest until combined.', 'Refrigerate until the yogurt mixture is completely chilled, about 1 hour.', ""Transfer the mixture to an ice cream maker and freeze according to manufacturer's directions."", 'Serve at once.']","[{'fat': 0.9555, 'nrg': 144.54999999999998, 'pro': 24.9655, 'sat': 0.28665, 'sod': 88.2, 'sug': 7.9380000000000015}, {'fat': 0.085, 'nrg': 30.0, 'pro': 0.51, 'sat': 0.0095, 'sod': 2.5, 'sug': 2.045}, {'fat': 0.0, 'nrg': 144.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 37.71}, {'fat': 0.003541666666666667, 'nrg': 1.25, 'pro': 0.021249999999999998, 'sat': 0.0003958333333333333, 'sod': 0.10416666666666666, 'sug': 0.08520833333333333}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 78.22099019587858, 'fat': 0.25536576914453435, 'protein': 6.236338435824789, 'salt': 0.055525264466684335, 'saturates': 0.07253317298872831, 'sugars': 11.686237541020361}","['1', '1/2', '3', '1']","['cup', 'cup', 'tablespoon', 'teaspoon']","[245.0, 121.0, 37.800000000000004, 5.041666666666666]"
Easiest ever Strawberry Ice Cream,"['milk, buttermilk, fluid, cultured, lowfat', 'sugars, granulated']","['Stir the buttermilk into the jam.', 'Pour into a freezer tray and freeze.', 'Cut into chunks and place into a chilled mixer bowl.', 'Whip until fluffy.', 'Return to tray and cover & freeze until firm.', 'Spoon into sherbet dishes add some fresh strawberries and mint leaves for garnish Serve.']","[{'fat': 4.32, 'nrg': 196.0, 'pro': 16.22, 'sat': 2.686, 'sod': 932.0, 'sug': 23.48}, {'fat': 0.0, 'nrg': 1152.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 301.68}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'red'}","{'energy': 170.11610297829378, 'fat': 0.5451792024230186, 'protein': 2.0469459868753153, 'salt': 0.29404341241797066, 'saturates': 0.3389702170620898, 'sugars': 41.034830893488135}","['2', '1 1/2']","['cup', 'cup']","[490.0, 302.40000000000003]"
Rich Raspberry Hot Chocolate,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'cocoa, dry powder, unsweetened', 'sweetener, syrup, agave', 'syrup, maple, canadian', 'vanilla extract', 'salt, table']",['Whisk together in small saucepan over low heat until hot.'],"[{'fat': 4.74, 'nrg': 204.0, 'pro': 16.44, 'sat': 3.09, 'sod': 214.0, 'sug': 25.38}, {'fat': 2.2087499999999998, 'nrg': 36.75, 'pro': 3.16125, 'sat': 1.30125, 'sod': 3.375, 'sug': 0.28125}, {'fat': 0.18, 'nrg': 126.0, 'pro': 0.060000000000000005, 'sat': 0.0, 'sod': 0.0, 'sug': 28.140000000000004}, {'fat': 0.0, 'nrg': 53.57142857142857, 'pro': 0.0, 'sat': 0.0, 'sod': 1.7361111111111112, 'sug': 11.889880952380953}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 145.08, 'sug': 0.0}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 75.8537601276693, 'fat': 1.2507880867644305, 'protein': 3.4497011777516615, 'salt': 0.15974957148282617, 'saturates': 0.7704749340353224, 'sugars': 11.618951665762637}","['2', '3', '2', '1', '1', '1']","['cup', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'pinch']","[488.0, 16.125, 41.400000000000006, 19.841269841269842, 4.2, 0.37439999999999996]"
Korean Brown Sugar/Cinnamon Filled Pancake,"['wheat flour, white, all-purpose, unenriched', 'salt, table', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'water, bottled, generic', 'sugars, granulated', ""leavening agents, yeast, baker's, active dry"", 'spices, cinnamon, ground', 'oil, corn, peanut, and olive', 'sugars, brown']","['Leave the mix of fermented yeast water in a warm place (30-40C) for 10 minutes.', 'After 10 minutes, sieve the flour then add the salt, milk, and yeast water.', 'Mix them well and cover the bowl with wrap.', 'Ferment it in a warm place for 3 hours.', 'When the dough is ready, put some oil on your hands (anti stick purpose) and separate an adequate amount of the dough (to allow 6 to be made), then put it on your hand.', 'Widen the dough with your hands and put a spoonful of stuffing on it.', 'Seal the dough.', 'Repeat it for the rest of the dough.', 'Preheat the frying pan for 20 seconds and add some oil.', 'Put 2-3 sealed dough balls onto the pan and turn them over when the bottom part is cooked.', '(Cook them on medium to low heat).', 'Press the dough with a spatula and when both sides are golden brown you can serve them on a plate.']","[{'fat': 1.5375, 'nrg': 568.75, 'pro': 16.1375, 'sat': 0.2425, 'sod': 2.5, 'sug': 0.42500000000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 0.88875, 'nrg': 38.25, 'pro': 3.0825000000000005, 'sat': 0.579375, 'sod': 40.125, 'sug': 4.75875}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.512, 'sug': 0.0}, {'fat': 0.0, 'nrg': 223.99999999999997, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 58.66}, {'fat': 4.199999999999999, 'nrg': 181.99999999999997, 'pro': 22.68, 'sat': 0.5599999999999999, 'sod': 27.999999999999996, 'sug': 0.0}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.12599999999999997, 'sod': 0.0, 'sug': 0.84}, {'fat': 28.0, 'nrg': 248.0, 'pro': 0.0, 'sat': 4.022, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 198.0, 'pro': 0.0, 'sat': 0.0, 'sod': 18.0, 'sug': 52.38}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'red'}","{'energy': 253.0731245198499, 'fat': 5.748064802465193, 'protein': 7.101792800848672, 'salt': 13.383573323632467, 'saturates': 0.9069752070344818, 'sugars': 19.200057667213596}","['1 1/4', '14', '6', '45', '14', '14', '14', '2', '6']","['cup', 'teaspoon', 'tablespoon', 'ml', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'tablespoon']","[156.25, 83.99999999999999, 91.5, 44.7552, 58.8, 55.99999999999999, 36.4, 28.0, 54.0]"
Herb Vinaigrette Dressing,"['vinegar, red wine', 'soup, chicken broth or bouillon, dry', 'lemon juice, raw', 'spices, tarragon, dried', 'mustard, prepared, yellow', 'spices, paprika', 'spices, garlic powder', 'spices, pepper, black', 'spices, pepper, black', 'oil, olive, salad or cooking']","['In container with a tight-fitting lid, combine vinegar, chicken stock, lemon juice and seasonings.', 'Shake well.', 'Add oil and shake again.', 'Refrigerate for up to two weeks.']","[{'fat': 0.0, 'nrg': 672.0, 'pro': 2.24, 'sat': 0.0, 'sod': 224.0, 'sug': 0.0}, {'fat': 188.16000000000003, 'nrg': 3360.0, 'pro': 221.76000000000002, 'sat': 46.36800000000001, 'sod': 321216.0, 'sug': 235.2}, {'fat': 0.07375, 'nrg': 6.75, 'pro': 0.10625, 'sat': 0.01225, 'sod': 0.25, 'sug': 0.76875}, {'fat': 0.04, 'nrg': 2.0, 'pro': 0.14, 'sat': 0.011, 'sod': 0.0, 'sug': 0.0}, {'fat': 2.0400000000000005, 'nrg': 36.0, 'pro': 2.2800000000000002, 'sat': 0.132, 'sod': 660.0, 'sug': 0.6000000000000001}, {'fat': 3.6, 'nrg': 72.0, 'pro': 3.9600000000000004, 'sat': 0.5880000000000001, 'sod': 24.0, 'sug': 2.88}, {'fat': 0.24000000000000002, 'nrg': 120.0, 'pro': 6.12, 'sat': 0.096, 'sod': 24.0, 'sug': 0.9600000000000001}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 0.00875, 'nrg': 0.75, 'pro': 0.029999999999999995, 'sat': 0.004, 'sod': 0.0, 'sug': 0.00125}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 93.76172595907175, 'fat': 4.5363093126131115, 'protein': 4.900895703736225, 'salt': 16.446246289172674, 'saturates': 1.0493645327867387, 'sugars': 4.912203676239728}","['14', '14', '2', '1', '12', '12', '12', '14', '1', '2']","['cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'dash', 'tablespoon']","[3337.6, 1344.0, 30.5, 0.6, 60.0, 27.599999999999998, 37.2, 32.199999999999996, 0.2875, 27.0]"
K-Jon's Buckeyes Candy!,"['butter, without salt', 'peanut butter, smooth style, without salt', 'sugars, powdered', 'vanilla extract', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['1.', 'Combine first 4 ingredients in a mixer and blend well.', '2. give or take some sugar, must not be sticky!', 'make into 1 ounce balls, about the size of 1/2 a golf ball.', 'place in freezer for about 30 minutes.', '3.', 'Melt chocolate chips in microwave or double broiler.', '4.', 'With a toothpick, dip peanut butter balls in chocolate to coat, leaving top exposed like a Buckeye.', '5.', 'Place onto wax and refrigerate until hard!', '6.', 'Cover toothpick holes when chocolate has dried.']","[{'fat': 367.9084712, 'nrg': 3252.2546399999997, 'pro': 3.855532, 'sat': 229.01406487999998, 'sod': 49.89512, 'sug': 0.2721552}, {'fat': 465.92970239999994, 'nrg': 5424.96032, 'pro': 201.4855664, 'sat': 93.666748, 'sod': 154.22128, 'sug': 95.1636016}, {'fat': 0.0, 'nrg': 5293.41864, 'pro': 0.0, 'sat': 0.0, 'sod': 27.215519999999998, 'sug': 1330.9750055999998}, {'fat': 0.0, 'nrg': 24.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1.06}, {'fat': 241.9459728, 'nrg': 4236.54928, 'pro': 60.509172799999995, 'sat': 151.22757280000002, 'sod': 0.0, 'sug': 483.80122719999997}]","{'fat': 'red', 'salt': 'green', 'saturates': 'red', 'sugars': 'red'}","{'energy': 501.2510634741182, 'fat': 29.577781705165823, 'protein': 7.30932995631728, 'salt': 0.015900692192978214, 'saturates': 13.029713095138593, 'sugars': 52.54881834498353}","['1', '2', '3', '2', '2']","['pound', 'pound', 'pound', 'teaspoon', 'pound']","[453.592, 907.184, 1360.7759999999998, 8.4, 907.184]"
Cranberry Edamame Wild Rice Salad,"['roland, seasoned rice wine vinegar, upc: 041224705142', 'oil, olive, salad or cooking', 'spices, pepper, black', 'wild rice, raw', 'edamame, frozen, prepared', 'cranberries, dried, sweetened', 'orange juice, raw', 'nuts, walnuts, english']","['In a large bowl, soak dried cranberries in juice for 20 minutes to plump up, then discard juice.', 'Into the bowl with the cranberries, add rice, edamame and walnuts.', 'Whisk together the vinegar, oil and pepper; toss dressing with the rice mixture in the bowl and serve at room temperature.']","[{'fat': 0.0, 'nrg': 10.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.0, 'sug': 4.0}, {'fat': 9.0, 'nrg': 79.33333333333333, 'pro': 0.0, 'sat': 1.2426666666666666, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 20.759999999999998, 'nrg': 6852.0, 'pro': 282.84000000000003, 'sat': 3.0, 'sod': 132.0, 'sug': 48.0}, {'fat': 96.72, 'nrg': 2256.0, 'pro': 221.52, 'sat': 11.532, 'sod': 108.0, 'sug': 40.56}, {'fat': 0.22, 'nrg': 61.5, 'pro': 0.035, 'sat': 0.0175, 'sod': 1.0, 'sug': 14.51}, {'fat': 7.0, 'nrg': 1568.0, 'pro': 24.36, 'sat': 0.84, 'sod': 28.0, 'sug': 291.62}, {'fat': 9.5375, 'nrg': 95.625, 'pro': 2.2275, 'sat': 0.895875, 'sod': 0.25, 'sug': 0.38125}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 149.58847666713103, 'fat': 1.9600561307179771, 'protein': 7.2622344238956495, 'salt': 0.009488197938928963, 'saturates': 0.24431189470620285, 'sugars': 5.425669270470554}","['2', '2', '14', '12', '12', '2', '14', '2']","['tablespoon', 'teaspoon', 'teaspoon', 'cup', 'cup', 'tablespoon', 'cup', 'tablespoon']","[30.0, 9.0, 32.199999999999996, 1920.0, 1860.0, 20.0, 3472.0, 14.625]"
